full_ph,ph1_product_type,ph2_product_area,ph3_article_group,ph4_product_profit_centre,ph5_article_sub_group,prod_hier_text_de,prod_hier_text_en,profit_centre,reference_material_no,profit_centre_text_de,profit_centre_text_en,reference_prod_hierarchy,reporting_prod_category,reference_prod_hier_text_de,reference_prod_hier_text_en,reporting_prod_grp1,reporting_prod_grp1_text_de,reporting_prod_grp1_text_en,reporting_prod_grp2,reporting_prod_grp2_text_de,reporting_prod_grp2_text_en,reporting_prod_grp3,reporting_prod_grp3_text_de,reporting_prod_grp3_text_en,reporting_prod_grp4,reporting_prod_grp4_text_de,reporting_prod_grp4_text_en
101041413711,10,10,41,413,711,Zusätz.Ausstattung Staubsauger,Machine options - Vacuum cleaners,413,50517399,Zusätz.Ausstattung Staubsauger          ,Machine options - Vacuum cleaners       ,                    ,015,SDA,SDA,115,BU SDA,BU SDA,235,SDA Geräte,SDA Appliances,349,Staubsaugen,SDA Vacs,436,Bodenstaubsauger mit Beutel,Canister vacuum cleaners with bag
101041413911,10,10,41,413,911,Nachlässe Staubsauger,Discounts - Vacuum cleaners,413,50517400,Nachlässe Staubsauger                   ,Discounts - Vacuum cleaners             ,                    ,015,SDA,SDA,115,BU SDA,BU SDA,235,SDA Geräte,SDA Appliances,349,Staubsaugen,SDA Vacs,436,Bodenstaubsauger mit Beutel,Canister vacuum cleaners with bag
101041417,10,10,41,417,,Bürstsauger/Upright,Upright vacuum cleaners,417,50517403,Bürstsauger/Upright                     ,Upright vacuum cleaners                 ,                    ,015,SDA,SDA,115,BU SDA,BU SDA,235,SDA Geräte,SDA Appliances,349,Staubsaugen,SDA Vacs,439,Bürstsauger/Upright,Upright vacuum cleaners
101041417411,10,10,41,417,411,Dynamic,Dynamic,417,50517404,Dynamic                                 ,Dynamic                                 ,                    ,015,SDA,SDA,115,BU SDA,BU SDA,235,SDA Geräte,SDA Appliances,349,Staubsaugen,SDA Vacs,439,Bürstsauger/Upright,Upright vacuum cleaners
101041418,10,10,41,418,,Robotsauger,Robot vacuum cleaners,418,50517405,Robotsauger                             ,Robot vacuum cleaners                   ,                    ,015,SDA,SDA,115,BU SDA,BU SDA,235,SDA Geräte,SDA Appliances,349,Staubsaugen,SDA Vacs,438,Robotsauger,Robot vacuum cleaners
101041418311,10,10,41,418,311,Scout,Scout,418,50517406,Scout                                   ,Scout                                   ,                    ,015,SDA,SDA,115,BU SDA,BU SDA,235,SDA Geräte,SDA Appliances,349,Staubsaugen,SDA Vacs,438,Robotsauger,Robot vacuum cleaners
101041418411,10,10,41,418,411,Saugronoter (B23),RVC (B23),418,50520357,Saugronoter (B23),RVC (B23),,015,SDA,SDA,115,BU SDA,BU SDA,235,SDA Geräte,SDA Appliances,349,Staubsaugen,SDA Vacs,438,Robotsauger,Robot vacuum cleaners
101041419,10,10,41,419,,Bagless-Bodenstaubsauger,Bagless canister vacuum cleaners,419,50518090,Bagless-Bodenstaubsauger                ,Bagless canister vacuum cleaners        ,                    ,015,SDA,SDA,115,BU SDA,BU SDA,235,SDA Geräte,SDA Appliances,349,Staubsaugen,SDA Vacs,437,Bodenstaubsauger Bagless,Bagless canister vacuum cleaners
101041419511,10,10,41,419,511,Blizzard,Blizzard,419,50519060,Blizzard                                ,Blizzard                                ,                    ,015,SDA,SDA,115,BU SDA,BU SDA,235,SDA Geräte,SDA Appliances,349,Staubsaugen,SDA Vacs,437,Bodenstaubsauger Bagless,Bagless canister vacuum cleaners
101041419521,10,10,41,419,521,Boost,Boost,419,50519566,Boost                                   ,Boost                                   ,                    ,015,SDA,SDA,115,BU SDA,BU SDA,235,SDA Geräte,SDA Appliances,349,Staubsaugen,SDA Vacs,437,Bodenstaubsauger Bagless,Bagless canister vacuum cleaners
1030,10,30,,,,Geräte Professional,Professional appliances,940,50517407,Geräte Professional                     ,Professional appliances                 ,                    ,035,Prof. HCS,Prof. HCS,118,BU Professional,BU Professional,238,PRO/Sales,PRO/Sales,371,PRO/HCS,PRO/HCS,463,Prof. Wäschepflege,Prof. Laundry Technology
103051,10,30,51,,,Prof. Waschmaschinen Kleine Riesen,Prof washer-extractors little giants,940,50517408,Prof. Waschmaschinen Kleine Riesen      ,Prof washer-extractors little giants    ,                    ,035,Prof. HCS,Prof. HCS,118,BU Professional,BU Professional,238,PRO/Sales,PRO/Sales,371,PRO/HCS,PRO/HCS,461,Prof. Kleine Riesen,Prof. little giants
103051513,10,30,51,513,,Prof. Waschmaschinen Kleine Riesen,Prof. washing machines little giants,513,50517409,Prof. Waschmaschinen Kleine Riesen      ,Prof. washing machines little giants    ,                    ,035,Prof. HCS,Prof. HCS,118,BU Professional,BU Professional,238,PRO/Sales,PRO/Sales,371,PRO/HCS,PRO/HCS,461,Prof. Kleine Riesen,Prof. little giants
103051513111,10,30,51,513,111,Waschmaschinen 50 – 73 Liter,Washer-extractors 50-73 litres,513,50517410,Waschmaschinen 50 – 73 Liter            ,Washer-extractors 50-73 litres          ,                    ,035,Prof. HCS,Prof. HCS,118,BU Professional,BU Professional,238,PRO/Sales,PRO/Sales,371,PRO/HCS,PRO/HCS,461,Prof. Kleine Riesen,Prof. little giants
103051513711,10,30,51,513,711,Zubehör Kleine Riesen Waschen,Machine opt.-washer-extr. little giants,513,50517411,Zubehör Kleine Riesen Waschen           ,Machine opt.-washer-extr. little giants ,                    ,035,Prof. HCS,Prof. HCS,118,BU Professional,BU Professional,238,PRO/Sales,PRO/Sales,371,PRO/HCS,PRO/HCS,461,Prof. Kleine Riesen,Prof. little giants
103051513719,10,30,51,513,719,Unterbauten,Plinths,513,50517412,Unterbauten                             ,Plinths                                 ,                    ,035,Prof. HCS,Prof. HCS,118,BU Professional,BU Professional,238,PRO/Sales,PRO/Sales,371,PRO/HCS,PRO/HCS,461,Prof. Kleine Riesen,Prof. little giants
103051513911,10,30,51,513,911,Nachlässe Prof. Kleine Riesen Waschen,Discounts - washer-extract.little giants,513,50517413,Nachlässe Prof. Kleine Riesen Waschen   ,Discounts - washer-extract.little giants,                    ,035,Prof. HCS,Prof. HCS,118,BU Professional,BU Professional,238,PRO/Sales,PRO/Sales,371,PRO/HCS,PRO/HCS,461,Prof. Kleine Riesen,Prof. little giants
103052,10,30,52,,,Prof. Trockner Kleine Riesen,Prof tumble dryers little giants,940,50517414,Prof. Trockner Kleine Riesen            ,Prof tumble dryers little giants        ,                    ,035,Prof. HCS,Prof. HCS,118,BU Professional,BU Professional,238,PRO/Sales,PRO/Sales,371,PRO/HCS,PRO/HCS,461,Prof. Kleine Riesen,Prof. little giants
103052524,10,30,52,524,,Prof. Trockner Kleine Riesen,Prof. tumble dryers little giants,524,50517415,Prof. Trockner Kleine Riesen            ,Prof. tumble dryers little giants       ,                    ,035,Prof. HCS,Prof. HCS,118,BU Professional,BU Professional,238,PRO/Sales,PRO/Sales,371,PRO/HCS,PRO/HCS,461,Prof. Kleine Riesen,Prof. little giants
103052524111,10,30,52,524,111,Trockner 130 Liter,Tumble dryers 130 litres,524,50517416,Trockner 130 Liter                      ,Tumble dryers 130 litres                ,                    ,035,Prof. HCS,Prof. HCS,118,BU Professional,BU Professional,238,PRO/Sales,PRO/Sales,371,PRO/HCS,PRO/HCS,461,Prof. Kleine Riesen,Prof. little giants
103052524710,10,30,52,524,710,Wasch-Trocken-Verbindungen,Washer-dryer stacking kits,524,50517417,Wasch-Trocken-Verbindungen              ,Washer-dryer stacking kits              ,                    ,035,Prof. HCS,Prof. HCS,118,BU Professional,BU Professional,238,PRO/Sales,PRO/Sales,371,PRO/HCS,PRO/HCS,461,Prof. Kleine Riesen,Prof. little giants
103052524711,10,30,52,524,711,Zubehör Kleine Riesen Trocknen,Machine opt.-tumble dryers little giants,524,50517418,Zubehör Kleine Riesen Trocknen          ,Machine opt.-tumble dryers little giants,                    ,035,Prof. HCS,Prof. HCS,118,BU Professional,BU Professional,238,PRO/Sales,PRO/Sales,371,PRO/HCS,PRO/HCS,461,Prof. Kleine Riesen,Prof. little giants
103052524911,10,30,52,524,911,Nachlässe Prof. Kleine Riesen Trockner,Discounts - tumble dryers little giants,524,50517419,Nachlässe Prof. Kleine Riesen Trockner  ,Discounts - tumble dryers little giants ,                    ,035,Prof. HCS,Prof. HCS,118,BU Professional,BU Professional,238,PRO/Sales,PRO/Sales,371,PRO/HCS,PRO/HCS,461,Prof. Kleine Riesen,Prof. little giants
103054,10,30,54,,,Prof. Waschmaschinen 80 - 100 Liter,Prof washer-extractors 80 - 100 litres,940,50517420,Prof. Waschmaschinen 80 - 100 Liter     ,Prof washer-extractors 80 - 100 litres  ,                    ,035,Prof. HCS,Prof. HCS,118,BU Professional,BU Professional,238,PRO/Sales,PRO/Sales,371,PRO/HCS,PRO/HCS,463,Prof. Wäschepflege,Prof. Laundry Technology
103054515,10,30,54,515,,Prof. Waschmaschinen 80 - 100 Liter,Prof. washer-extractors 80 - 100 litres,515,50517421,Prof. Waschmaschinen 80 - 100 Liter     ,Prof. washer-extractors 80 - 100 litres ,                    ,035,Prof. HCS,Prof. HCS,118,BU Professional,BU Professional,238,PRO/Sales,PRO/Sales,371,PRO/HCS,PRO/HCS,463,Prof. Wäschepflege,Prof. Laundry Technology
103054515111,10,30,54,515,111,Waschmaschinen 80 Liter,Washer-extractors 80 litres,515,50517422,Waschmaschinen 80 Liter                 ,Washer-extractors 80 litres             ,                    ,035,Prof. HCS,Prof. HCS,118,BU Professional,BU Professional,238,PRO/Sales,PRO/Sales,371,PRO/HCS,PRO/HCS,463,Prof. Wäschepflege,Prof. Laundry Technology
103054515121,10,30,54,515,121,Waschmaschinen 100 Liter,Washer-extractors 100 litres,515,50517423,Waschmaschinen 100 Liter                ,Washer-extractors 100 litres            ,                    ,035,Prof. HCS,Prof. HCS,118,BU Professional,BU Professional,238,PRO/Sales,PRO/Sales,371,PRO/HCS,PRO/HCS,463,Prof. Wäschepflege,Prof. Laundry Technology
103054515711,10,30,54,515,711,Zubehör Waschmaschinen 80-100 Liter,Machine opt.-washer-extract. 80-100 lit.,515,50517424,Zubehör Waschmaschinen 80-100 Liter     ,Machine opt.-washer-extract. 80-100 lit.,                    ,035,Prof. HCS,Prof. HCS,118,BU Professional,BU Professional,238,PRO/Sales,PRO/Sales,371,PRO/HCS,PRO/HCS,463,Prof. Wäschepflege,Prof. Laundry Technology
103054515911,10,30,54,515,911,Nachlässe Waschmaschinen 80-100 Lit.,Dicounts - washer-extractors 80-100 lit.,515,50517425,Nachlässe Waschmaschinen 80-100 Lit.    ,Dicounts - washer-extractors 80-100 lit.,                    ,035,Prof. HCS,Prof. HCS,118,BU Professional,BU Professional,238,PRO/Sales,PRO/Sales,371,PRO/HCS,PRO/HCS,463,Prof. Wäschepflege,Prof. Laundry Technology
103055,10,30,55,,,Prof. Trockner 180 Liter,Prof tumble dryers 180 litres,940,50517426,Prof. Trockner 180 Liter                ,Prof tumble dryers 180 litres           ,                    ,035,Prof. HCS,Prof. HCS,118,BU Professional,BU Professional,238,PRO/Sales,PRO/Sales,371,PRO/HCS,PRO/HCS,463,Prof. Wäschepflege,Prof. Laundry Technology
103055525,10,30,55,525,,Prof. Trockner 180 Liter,Prof. tumble dryers 180 litres,525,50517427,Prof. Trockner 180 Liter                ,Prof. tumble dryers 180 litres          ,                    ,035,Prof. HCS,Prof. HCS,118,BU Professional,BU Professional,238,PRO/Sales,PRO/Sales,371,PRO/HCS,PRO/HCS,463,Prof. Wäschepflege,Prof. Laundry Technology
103055525111,10,30,55,525,111,Trockner 180 Liter,Tumble dryers 180 litres,525,50517428,Trockner 180 Liter                      ,Tumble dryers 180 litres                ,                    ,035,Prof. HCS,Prof. HCS,118,BU Professional,BU Professional,238,PRO/Sales,PRO/Sales,371,PRO/HCS,PRO/HCS,463,Prof. Wäschepflege,Prof. Laundry Technology
103055525711,10,30,55,525,711,Zubehör Trocknen 180 Liter,Machine options - tumb.dry. 180 litres,525,50517429,Zubehör Trocknen 180 Liter              ,Machine options - tumb.dry. 180 litres  ,                    ,035,Prof. HCS,Prof. HCS,118,BU Professional,BU Professional,238,PRO/Sales,PRO/Sales,371,PRO/HCS,PRO/HCS,463,Prof. Wäschepflege,Prof. Laundry Technology
103055525911,10,30,55,525,911,Nachlässe Trockner 180 Liter,Discounts - tumble dryers 180 litres,525,50517430,Nachlässe Trockner 180 Liter            ,Discounts - tumble dryers 180 litres    ,                    ,035,Prof. HCS,Prof. HCS,118,BU Professional,BU Professional,238,PRO/Sales,PRO/Sales,371,PRO/HCS,PRO/HCS,463,Prof. Wäschepflege,Prof. Laundry Technology
103056,10,30,56,,,Prof. Waschmaschinen ≥ 100 Liter,Prof washer-extractors ≥ 100 litres,940,50517431,Prof. Waschmaschinen ≥ 100 Liter        ,Prof washer-extractors ≥ 100 litres     ,                    ,035,Prof. HCS,Prof. HCS,118,BU Professional,BU Professional,238,PRO/Sales,PRO/Sales,371,PRO/HCS,PRO/HCS,463,Prof. Wäschepflege,Prof. Laundry Technology
103056511,10,30,56,511,,Prof. Waschmaschinen ≥ 100 Liter,Prof. washer-extractors ≥ 100 litres,511,50517432,Prof. Waschmaschinen ≥ 100 Liter        ,Prof. washer-extractors ≥ 100 litres    ,                    ,035,Prof. HCS,Prof. HCS,118,BU Professional,BU Professional,238,PRO/Sales,PRO/Sales,371,PRO/HCS,PRO/HCS,463,Prof. Wäschepflege,Prof. Laundry Technology
103056511111,10,30,56,511,111,Waschmaschinen 100 – 140 Liter,Washer-extractors 100-140 litres,511,50517433,Waschmaschinen 100 – 140 Liter          ,Washer-extractors 100-140 litres        ,                    ,035,Prof. HCS,Prof. HCS,118,BU Professional,BU Professional,238,PRO/Sales,PRO/Sales,371,PRO/HCS,PRO/HCS,463,Prof. Wäschepflege,Prof. Laundry Technology
103056511121,10,30,56,511,121,Waschmaschinen 160 – 200 Liter,Washer-extractors 160-200 litres,511,50517434,Waschmaschinen 160 – 200 Liter          ,Washer-extractors 160-200 litres        ,                    ,035,Prof. HCS,Prof. HCS,118,BU Professional,BU Professional,238,PRO/Sales,PRO/Sales,371,PRO/HCS,PRO/HCS,463,Prof. Wäschepflege,Prof. Laundry Technology
103056511131,10,30,56,511,131,Waschmaschinen 220 – 320 Liter,Washer-extractors 220-320 litres,511,50517435,Waschmaschinen 220 – 320 Liter          ,Washer-extractors 220-320 litres        ,                    ,035,Prof. HCS,Prof. HCS,118,BU Professional,BU Professional,238,PRO/Sales,PRO/Sales,371,PRO/HCS,PRO/HCS,463,Prof. Wäschepflege,Prof. Laundry Technology
103056511141,10,30,56,511,141,Waschmaschinen unreine/reine Seite,Barrier washer-extractors,511,50517436,Waschmaschinen unreine/reine Seite      ,Barrier washer-extractors               ,                    ,035,Prof. HCS,Prof. HCS,118,BU Professional,BU Professional,238,PRO/Sales,PRO/Sales,371,PRO/HCS,PRO/HCS,463,Prof. Wäschepflege,Prof. Laundry Technology
103056511151,10,30,56,511,151,Waschmaschinen > 320 Liter,Washer-extractors > 320 litres,511,50517437,Waschmaschinen > 320 Liter              ,Washer-extractors > 320 litres          ,                    ,035,Prof. HCS,Prof. HCS,118,BU Professional,BU Professional,238,PRO/Sales,PRO/Sales,371,PRO/HCS,PRO/HCS,463,Prof. Wäschepflege,Prof. Laundry Technology
103056511181,10,30,56,511,181,Waschmaschinen Handelsware,Washer-extractors OEM,511,50517438,Waschmaschinen Handelsware              ,Washer-extractors OEM                   ,                    ,035,Prof. HCS,Prof. HCS,118,BU Professional,BU Professional,238,PRO/Sales,PRO/Sales,371,PRO/HCS,PRO/HCS,463,Prof. Wäschepflege,Prof. Laundry Technology
103056511611,10,30,56,511,611,Sonst.Prof.Waschmaschinen >= 100 Liter,Misc prof washer-extract ≥ 100 litres,511,50517439,Sonst.Prof.Waschmaschinen >= 100 Liter  ,Misc prof washer-extract ≥ 100 litres   ,                    ,035,Prof. HCS,Prof. HCS,118,BU Professional,BU Professional,238,PRO/Sales,PRO/Sales,371,PRO/HCS,PRO/HCS,463,Prof. Wäschepflege,Prof. Laundry Technology
103056511711,10,30,56,511,711,Zubehör Wäschereitechnik,Machine opt.-Laundry-care technology,511,50517440,Zubehör Wäschereitechnik                ,Machine opt.-Laundry-care technology    ,                    ,035,Prof. HCS,Prof. HCS,118,BU Professional,BU Professional,238,PRO/Sales,PRO/Sales,371,PRO/HCS,PRO/HCS,463,Prof. Wäschepflege,Prof. Laundry Technology
103056511712,10,30,56,511,712,Sonstige Prof. Zubehör Wäschereitechnik,Misc mach.options - Prof laundry-care,511,50517441,Sonstige Prof. Zubehör Wäschereitechnik ,Misc mach.options - Prof laundry-care   ,                    ,035,Prof. HCS,Prof. HCS,118,BU Professional,BU Professional,238,PRO/Sales,PRO/Sales,371,PRO/HCS,PRO/HCS,463,Prof. Wäschepflege,Prof. Laundry Technology
103056511713,10,30,56,511,713,Zubehör und Module Waschmaschinen,Machine opt. & modules Washer-extractors,511,50517442,Zubehör und Module Waschmaschinen       ,Machine opt. & modules Washer-extractors,                    ,035,Prof. HCS,Prof. HCS,118,BU Professional,BU Professional,238,PRO/Sales,PRO/Sales,371,PRO/HCS,PRO/HCS,463,Prof. Wäschepflege,Prof. Laundry Technology
103056511715,10,30,56,511,715,Kassier-Einzelplatzgeräte,Payment systems-Single,511,50517443,Kassier-Einzelplatzgeräte               ,Payment systems-Single                  ,                    ,035,Prof. HCS,Prof. HCS,118,BU Professional,BU Professional,238,PRO/Sales,PRO/Sales,371,PRO/HCS,PRO/HCS,463,Prof. Wäschepflege,Prof. Laundry Technology
103056511716,10,30,56,511,716,Kassier-Mehrplatzgeräte,Payment systems-Multiple,511,50517444,Kassier-Mehrplatzgeräte                 ,Payment systems-Multiple                ,                    ,035,Prof. HCS,Prof. HCS,118,BU Professional,BU Professional,238,PRO/Sales,PRO/Sales,371,PRO/HCS,PRO/HCS,463,Prof. Wäschepflege,Prof. Laundry Technology
103056511717,10,30,56,511,717,Kassiergeräte-Handelsware,OEM payment systems,511,50517445,Kassiergeräte-Handelsware               ,OEM payment systems                     ,                    ,035,Prof. HCS,Prof. HCS,118,BU Professional,BU Professional,238,PRO/Sales,PRO/Sales,371,PRO/HCS,PRO/HCS,463,Prof. Wäschepflege,Prof. Laundry Technology
103056511718,10,30,56,511,718,Zubehör Kassiergeräte/-systeme,Machine options - payment systems,511,50517446,Zubehör Kassiergeräte/-systeme          ,Machine options - payment systems       ,                    ,035,Prof. HCS,Prof. HCS,118,BU Professional,BU Professional,238,PRO/Sales,PRO/Sales,371,PRO/HCS,PRO/HCS,463,Prof. Wäschepflege,Prof. Laundry Technology
103056511719,10,30,56,511,719,Unterbauten,Plinths,511,50517447,Unterbauten                             ,Plinths                                 ,                    ,035,Prof. HCS,Prof. HCS,118,BU Professional,BU Professional,238,PRO/Sales,PRO/Sales,371,PRO/HCS,PRO/HCS,463,Prof. Wäschepflege,Prof. Laundry Technology
103056511722,10,30,56,511,722,Dosiertechnik,Dispensing technology,511,50517448,Dosiertechnik                           ,Dispensing technology                   ,                    ,035,Prof. HCS,Prof. HCS,118,BU Professional,BU Professional,238,PRO/Sales,PRO/Sales,371,PRO/HCS,PRO/HCS,463,Prof. Wäschepflege,Prof. Laundry Technology
103056511911,10,30,56,511,911,Nachl.Prof.Waschmaschinen >= 100 Liter,Dicounts-washer-extractors ≥ 100 litres,511,50517450,Nachl.Prof.Waschmaschinen >= 100 Liter  ,Dicounts-washer-extractors ≥ 100 litres ,                    ,035,Prof. HCS,Prof. HCS,118,BU Professional,BU Professional,238,PRO/Sales,PRO/Sales,371,PRO/HCS,PRO/HCS,463,Prof. Wäschepflege,Prof. Laundry Technology
103057,10,30,57,,,Prof. Trockner ≥ 200 Liter,Prof Tumble dryers ≥ 200 litres,940,50517451,Prof. Trockner ≥ 200 Liter              ,Prof Tumble dryers ≥ 200 litres         ,                    ,035,Prof. HCS,Prof. HCS,118,BU Professional,BU Professional,238,PRO/Sales,PRO/Sales,371,PRO/HCS,PRO/HCS,463,Prof. Wäschepflege,Prof. Laundry Technology
103057521,10,30,57,521,,Prof. Trockner ≥ 200 Liter,Prof. Tumble dryers ≥ 200 litres,521,50517452,Prof. Trockner ≥ 200 Liter              ,Prof. Tumble dryers ≥ 200 litres        ,                    ,035,Prof. HCS,Prof. HCS,118,BU Professional,BU Professional,238,PRO/Sales,PRO/Sales,371,PRO/HCS,PRO/HCS,463,Prof. Wäschepflege,Prof. Laundry Technology
103057521111,10,30,57,521,111,Trockner 200 – 350 Liter,Tumble dryers 200-350 litres,521,50517453,Trockner 200 – 350 Liter                ,Tumble dryers 200-350 litres            ,                    ,035,Prof. HCS,Prof. HCS,118,BU Professional,BU Professional,238,PRO/Sales,PRO/Sales,371,PRO/HCS,PRO/HCS,463,Prof. Wäschepflege,Prof. Laundry Technology
103057521112,10,30,57,521,112,Trockner 200 - 350 Liter Slimline,Tumble dryers 200 - 350 litres Slimline,521,50520358,Trockner 200 - 350 Liter Slimline,Tumble dryers 200 - 350 litres Slimline,,035,Prof. HCS,Prof. HCS,118,BU Professional,BU Professional,238,PRO/Sales,PRO/Sales,371,PRO/HCS,PRO/HCS,463,Prof. Wäschepflege,Prof. Laundry Technology
103057521121,10,30,57,521,121,Trockner 400 – 500 Liter,Tumble dryers 400-500 litres,521,50517454,Trockner 400 – 500 Liter                ,Tumble dryers 400-500 litres            ,                    ,035,Prof. HCS,Prof. HCS,118,BU Professional,BU Professional,238,PRO/Sales,PRO/Sales,371,PRO/HCS,PRO/HCS,463,Prof. Wäschepflege,Prof. Laundry Technology
103057521131,10,30,57,521,131,Trockner 550 – 800 Liter,Tumble dryers 550-800 litres,521,50517455,Trockner 550 – 800 Liter                ,Tumble dryers 550-800 litres            ,                    ,035,Prof. HCS,Prof. HCS,118,BU Professional,BU Professional,238,PRO/Sales,PRO/Sales,371,PRO/HCS,PRO/HCS,463,Prof. Wäschepflege,Prof. Laundry Technology
103057521141,10,30,57,521,141,Trockner > 800 Liter,Tumble dryers > 800 litres,521,50517456,Trockner > 800 Liter                    ,Tumble dryers > 800 litres              ,                    ,035,Prof. HCS,Prof. HCS,118,BU Professional,BU Professional,238,PRO/Sales,PRO/Sales,371,PRO/HCS,PRO/HCS,463,Prof. Wäschepflege,Prof. Laundry Technology
103057521181,10,30,57,521,181,Trockner Handelsware,Tumble dryers OEM,521,50517457,Trockner Handelsware                    ,Tumble dryers OEM                       ,                    ,035,Prof. HCS,Prof. HCS,118,BU Professional,BU Professional,238,PRO/Sales,PRO/Sales,371,PRO/HCS,PRO/HCS,463,Prof. Wäschepflege,Prof. Laundry Technology
103057521611,10,30,57,521,611,Sonstige Prof. Trockner ≥ 250 Liter,Miscellaneous tumble dryers ≥ 250 litres,521,50517458,Sonstige Prof. Trockner ≥ 250 Liter     ,Miscellaneous tumble dryers ≥ 250 litres,                    ,035,Prof. HCS,Prof. HCS,118,BU Professional,BU Professional,238,PRO/Sales,PRO/Sales,371,PRO/HCS,PRO/HCS,463,Prof. Wäschepflege,Prof. Laundry Technology
103057521711,10,30,57,521,711,Zubehör und Module Trockner,Machine opt. and modules Tumble dryers,521,50517459,Zubehör und Module Trockner             ,Machine opt. and modules Tumble dryers  ,                    ,035,Prof. HCS,Prof. HCS,118,BU Professional,BU Professional,238,PRO/Sales,PRO/Sales,371,PRO/HCS,PRO/HCS,463,Prof. Wäschepflege,Prof. Laundry Technology
103057521911,10,30,57,521,911,Nachlässe Prof. Trockner ≥ 250 Liter,Discounts - Tumble dryers ≥ 250 litres,521,50517460,Nachlässe Prof. Trockner ≥ 250 Liter    ,Discounts - Tumble dryers ≥ 250 litres  ,                    ,035,Prof. HCS,Prof. HCS,118,BU Professional,BU Professional,238,PRO/Sales,PRO/Sales,371,PRO/HCS,PRO/HCS,463,Prof. Wäschepflege,Prof. Laundry Technology
103059,10,30,59,,,Prof. Mangeln und Finishgeräte,Prof rotary ironers and finishers,940,50517461,Prof. Mangeln und Finishgeräte          ,Prof rotary ironers and finishers       ,                    ,035,Prof. HCS,Prof. HCS,118,BU Professional,BU Professional,238,PRO/Sales,PRO/Sales,371,PRO/HCS,PRO/HCS,463,Prof. Wäschepflege,Prof. Laundry Technology
103059531,10,30,59,531,,Prof. Mangeln und Finishgeräte,Prof. rotary ironers/finishers,531,50517462,Prof. Mangeln und Finishgeräte          ,Prof. rotary ironers/finishers          ,                    ,035,Prof. HCS,Prof. HCS,118,BU Professional,BU Professional,238,PRO/Sales,PRO/Sales,371,PRO/HCS,PRO/HCS,463,Prof. Wäschepflege,Prof. Laundry Technology
103059531110,10,30,59,531,110,Mangeln Ø 16 cm,Rotary ironers Ø 16 cm,531,50517463,Mangeln   Ø  16 cm                      ,Rotary ironers Ø  16 cm                 ,                    ,035,Prof. HCS,Prof. HCS,118,BU Professional,BU Professional,238,PRO/Sales,PRO/Sales,371,PRO/HCS,PRO/HCS,463,Prof. Wäschepflege,Prof. Laundry Technology
103059531111,10,30,59,531,111,Mangeln Ø 21 cm,Rotary ironers Ø 21 cm,531,50517464,Mangeln   Ø  21 cm                      ,Rotary ironers Ø  21 cm                 ,                    ,035,Prof. HCS,Prof. HCS,118,BU Professional,BU Professional,238,PRO/Sales,PRO/Sales,371,PRO/HCS,PRO/HCS,463,Prof. Wäschepflege,Prof. Laundry Technology
103059531121,10,30,59,531,121,Mangeln Ø 25 cm,Rotary ironers Ø 25 cm,531,50517465,Mangeln   Ø  25 cm                      ,Rotary ironers Ø  25 cm                 ,                    ,035,Prof. HCS,Prof. HCS,118,BU Professional,BU Professional,238,PRO/Sales,PRO/Sales,371,PRO/HCS,PRO/HCS,463,Prof. Wäschepflege,Prof. Laundry Technology
103059531131,10,30,59,531,131,Mangeln Ø 30 cm,Rotary ironers Ø 30 cm,531,50517466,Mangeln   Ø  30 cm                      ,Rotary ironers Ø  30 cm                 ,                    ,035,Prof. HCS,Prof. HCS,118,BU Professional,BU Professional,238,PRO/Sales,PRO/Sales,371,PRO/HCS,PRO/HCS,463,Prof. Wäschepflege,Prof. Laundry Technology
103059531141,10,30,59,531,141,Mangeln Ø 40 cm,Rotary ironers Ø 40 cm,531,50517467,Mangeln   Ø  40 cm                      ,Rotary ironers Ø  40 cm                 ,                    ,035,Prof. HCS,Prof. HCS,118,BU Professional,BU Professional,238,PRO/Sales,PRO/Sales,371,PRO/HCS,PRO/HCS,463,Prof. Wäschepflege,Prof. Laundry Technology
103059531151,10,30,59,531,151,Mangeln Ø 50 cm,Rotary ironers Ø 50 cm,531,50517468,Mangeln   Ø  50 cm                      ,Rotary ironers Ø  50 cm                 ,                    ,035,Prof. HCS,Prof. HCS,118,BU Professional,BU Professional,238,PRO/Sales,PRO/Sales,371,PRO/HCS,PRO/HCS,463,Prof. Wäschepflege,Prof. Laundry Technology
103059531171,10,30,59,531,171,Mangeln > Ø 80 cm,Rotary ironers > Ø 80 cm,531,50517469,Mangeln > Ø 80 cm                       ,Rotary ironers > Ø 80 cm                ,                    ,035,Prof. HCS,Prof. HCS,118,BU Professional,BU Professional,238,PRO/Sales,PRO/Sales,371,PRO/HCS,PRO/HCS,463,Prof. Wäschepflege,Prof. Laundry Technology
103059531181,10,30,59,531,181,Finishgeräte Handelsware,Finishers OEM,531,50517470,Finishgeräte Handelsware                ,Finishers OEM                           ,                    ,035,Prof. HCS,Prof. HCS,118,BU Professional,BU Professional,238,PRO/Sales,PRO/Sales,371,PRO/HCS,PRO/HCS,463,Prof. Wäschepflege,Prof. Laundry Technology
103059531191,10,30,59,531,191,Professionelles Bügelsystem,Professional ironing systems,531,50519567,Professionelles Bügelsystem             ,Professional ironing systems            ,                    ,035,Prof. HCS,Prof. HCS,118,BU Professional,BU Professional,238,PRO/Sales,PRO/Sales,371,PRO/HCS,PRO/HCS,463,Prof. Wäschepflege,Prof. Laundry Technology
